"net_name","ei","modularity","smi","rwc","bp","aei"
"tutkimus_p3.edgelist_conf_1",-0.831272727272727,0.370210909090909,0.693853754767648,0.584278182683743,0.473028812974465,0.829394612984289
"tutkimus_p3.edgelist_conf_2",-0.831428571428571,0.406313265306122,0.789510654453097,0.519193722220056,0.474124649859944,0.831074763723204
"työelämä_p1.edgelist",-0.752957359009629,0.360768548178056,0.616059592447823,0.395173322675441,0.443752410259387,0.759174052886906
"työelämä_p1.edgelist_conf_1",-0.716417910447761,0.346341517265742,0.645655183930034,0.369570254035215,0.449276188361951,0.715059066603754
"työelämä_p1.edgelist_conf_2",-0.693923906871096,0.339791643086484,0.775612672095489,0.345397967884934,0.460799004043548,0.698431569203119
"työelämä_p2.edgelist",-0.813198701767039,0.321166354922389,0.677637474987569,0.539892980280554,0.429527892870891,0.800615479741449
"työelämä_p2.edgelist_conf_1",-0.757598499061914,0.32564217551542,0.85202735205445,0.461664494580457,0.48576536121075,0.751943626118629
"työelämä_p2.edgelist_conf_2",-0.753373313343328,0.343505908215308,0.835670406967852,0.431745317500803,0.454231455434384,0.755806862235235
"työelämä_p3.edgelist",-0.74391592920354,0.350108783968987,0.862253282235784,0.479807819961974,0.457433849217518,0.748133201922369
"työelämä_p3.edgelist_conf_1",-0.745098039215686,0.371984125083645,0.725508880944133,0.504930640879407,0.414043811704239,0.745803439005898
"työelämä_p3.edgelist_conf_2",-0.718956122741612,0.358966307648162,0.710039640565767,0.47715510425982,0.447817059483726,0.71900949229256
"työllisyys_p1.edgelist",-0.846153846153846,0.374458927768781,0.890862509675815,0.62889708052375,0.424537508606136,0.848972985280708
"työllisyys_p1.edgelist_conf_1",-0.763275751759437,0.362421299656279,0.805983115859913,0.482519890486561,0.45700474505219,0.761377602680422
"työllisyys_p1.edgelist_conf_2",-0.772378516624041,0.324427986473139,0.599229215745829,0.470934590701287,0.462796412988721,0.766016271043526
"työllisyys_p2.edgelist",-0.901010101010101,0.303822058973574,0.916416963615702,0.713833205066151,0.510539997636772,0.904180928022352
"työllisyys_p2.edgelist_conf_1",-0.825902335456476,0.356153731726777,0.887124180758789,0.643656340622302,0.501515151515151,0.821407079200161
"työllisyys_p2.edgelist_conf_2",-0.876595744680851,0.376901312811227,0.805068817187803,0.664657175403733,0.461425264550265,0.873129633379923
"työllisyys_p3.edgelist",-0.807042253521127,0.400743900019837,0.854131340636381,0.621819909186673,0.406276554284144,0.814072148781859
"työllisyys_p3.edgelist_conf_1",-0.738060781476122,0.341387405991024,0.626007766358277,0.450958482775048,0.45588658008658,0.737015170777169
"työllisyys_p3.edgelist_conf_2",-0.736151603498542,0.368145925592228,0.781922523982264,0.469441872366451,0.429097567602282,0.736555207265127
"vaalikone_p1.edgelist",-0.898153329602686,0.400166720476087,0.927297848053641,0.81974046982218,0.452156678662703,0.894857466472212
